chapter,official,url,local,local_title,match
37. The Information Schema,37.7. character_sets,https://www.postgresql.org/docs/15/infoschema-character-sets.html,client-interfaces/the-information-schema/character_sets.md,37.7. character_sets,title/path
37. The Information Schema,37.8. check_constraint_routine_usage,https://www.postgresql.org/docs/15/infoschema-check-constraint-routine-usage.html,client-interfaces/the-information-schema/check_constraint_routine_usage.md,37.8. check_constraint_routine_usage,title/path
37. The Information Schema,37.9. check_constraints,https://www.postgresql.org/docs/15/infoschema-check-constraints.html,client-interfaces/the-information-schema/check_constraints.md,37.9. check_constraints,title/path
37. The Information Schema,37.10. collations,https://www.postgresql.org/docs/15/infoschema-collations.html,client-interfaces/the-information-schema/collations.md,37.10. collations,title/path
37. The Information Schema,37.11. collation_character_set_​applicability,https://www.postgresql.org/docs/15/infoschema-collation-character-set-applicab.html,client-interfaces/the-information-schema/collation_character_set_applicability.md,37.11. collation_character_set_applicability,title/path
37. The Information Schema,37.12. column_column_usage,https://www.postgresql.org/docs/15/infoschema-column-column-usage.html,client-interfaces/the-information-schema/column_column_usage.md,37.12. column_column_usage,title/path
37. The Information Schema,37.13. column_domain_usage,https://www.postgresql.org/docs/15/infoschema-column-domain-usage.html,client-interfaces/the-information-schema/36.12.-column_domain_usage.md,37.13. column_domain_usage,title/path
37. The Information Schema,37.14. column_options,https://www.postgresql.org/docs/15/infoschema-column-options.html,client-interfaces/the-information-schema/column_options.md,37.14. column_options,title/path
37. The Information Schema,37.15. column_privileges,https://www.postgresql.org/docs/15/infoschema-column-privileges.html,client-interfaces/the-information-schema/column_privileges.md,37.15. column_privileges,title/path
37. The Information Schema,37.16. column_udt_usage,https://www.postgresql.org/docs/15/infoschema-column-udt-usage.html,client-interfaces/the-information-schema/column_udt_usage.md,37.16. column_udt_usage,title/path
37. The Information Schema,37.17. columns,https://www.postgresql.org/docs/15/infoschema-columns.html,client-interfaces/the-information-schema/columns.md,37.17. columns,title/path
37. The Information Schema,37.18. constraint_column_usage,https://www.postgresql.org/docs/15/infoschema-constraint-column-usage.html,client-interfaces/the-information-schema/constraint_column_usage.md,37.18. constraint_column_usage,title/path
37. The Information Schema,37.19. constraint_table_usage,https://www.postgresql.org/docs/15/infoschema-constraint-table-usage.html,client-interfaces/the-information-schema/constraint_table_usage.md,37.19. constraint_table_usage,title/path
37. The Information Schema,37.20. data_type_privileges,https://www.postgresql.org/docs/15/infoschema-data-type-privileges.html,client-interfaces/the-information-schema/data_type_privileges.md,37.20. data_type_privileges,title/path
37. The Information Schema,37.21. domain_constraints,https://www.postgresql.org/docs/15/infoschema-domain-constraints.html,client-interfaces/the-information-schema/domain_constraints.md,37.21. domain_constraints,title/path
37. The Information Schema,37.22. domain_udt_usage,https://www.postgresql.org/docs/15/infoschema-domain-udt-usage.html,client-interfaces/the-information-schema/36.21.-domain_udt_usage.md,37.21. domain_udt_usage,title/path
37. The Information Schema,37.23. domains,https://www.postgresql.org/docs/15/infoschema-domains.html,client-interfaces/the-information-schema/36.22.-domains.md,37.22. domains,title/path
37. The Information Schema,37.24. element_types,https://www.postgresql.org/docs/15/infoschema-element-types.html,client-interfaces/the-information-schema/36.23.-element_types.md,37.23. element_types,title/path
37. The Information Schema,37.25. enabled_roles,https://www.postgresql.org/docs/15/infoschema-enabled-roles.html,client-interfaces/the-information-schema/36.24.-enabled_roles.md,37.24. enabled_roles,title/path
37. The Information Schema,37.26. foreign_data_wrapper_options,https://www.postgresql.org/docs/15/infoschema-foreign-data-wrapper-options.html,client-interfaces/the-information-schema/36.25.-foreign_data_wrapper_options.md,37.25. foreign_data_wrapper_options,title/path
37. The Information Schema,37.27. foreign_data_wrappers,https://www.postgresql.org/docs/15/infoschema-foreign-data-wrappers.html,client-interfaces/the-information-schema/36.26.-foreign_data_wrappers.md,37.26. foreign_data_wrappers,title/path
37. The Information Schema,37.28. foreign_server_options,https://www.postgresql.org/docs/15/infoschema-foreign-server-options.html,client-interfaces/the-information-schema/36.27.-foreign_server_options.md,37.27. foreign_server_options,title/path
37. The Information Schema,37.29. foreign_servers,https://www.postgresql.org/docs/15/infoschema-foreign-servers.html,client-interfaces/the-information-schema/36.28.-foreign_servers.md,37.28. foreign_servers,title/path
37. The Information Schema,37.30. foreign_table_options,https://www.postgresql.org/docs/15/infoschema-foreign-table-options.html,client-interfaces/the-information-schema/36.29.-foreign_table_options.md,37.29. foreign_table_options,title/path
37. The Information Schema,37.31. foreign_tables,https://www.postgresql.org/docs/15/infoschema-foreign-tables.html,client-interfaces/the-information-schema/36.30.-foreign_tables.md,37.30. foreign_tables,title/path
37. The Information Schema,37.32. key_column_usage,https://www.postgresql.org/docs/15/infoschema-key-column-usage.html,client-interfaces/the-information-schema/key_column_usage.md,36.32. key_column_usage,title/path
37. The Information Schema,37.33. parameters,https://www.postgresql.org/docs/15/infoschema-parameters.html,client-interfaces/the-information-schema/parameters.md,37.33. parameters,title/path
37. The Information Schema,37.34. referential_constraints,https://www.postgresql.org/docs/15/infoschema-referential-constraints.html,client-interfaces/the-information-schema/referential_constraints.md,36.34. referential_constraints,title/path
37. The Information Schema,37.35. role_column_grants,https://www.postgresql.org/docs/15/infoschema-role-column-grants.html,client-interfaces/the-information-schema/36.34.-role_column_grants.md,37.34. role_column_grants,title/path
37. The Information Schema,37.36. role_routine_grants,https://www.postgresql.org/docs/15/infoschema-role-routine-grants.html,client-interfaces/the-information-schema/36.35.-role_routine_grants.md,37.35. role_routine_grants,title/path
37. The Information Schema,37.37. role_table_grants,https://www.postgresql.org/docs/15/infoschema-role-table-grants.html,client-interfaces/the-information-schema/role_table_grants.md,37.37. role_table_grants,title/path
37. The Information Schema,37.38. role_udt_grants,https://www.postgresql.org/docs/15/infoschema-role-udt-grants.html,client-interfaces/the-information-schema/role_udt_grants.md,37.38. role_udt_grants,title/path
37. The Information Schema,37.39. role_usage_grants,https://www.postgresql.org/docs/15/infoschema-role-usage-grants.html,client-interfaces/the-information-schema/role_usage_grants.md,37.39. role_usage_grants,title/path
37. The Information Schema,37.40. routine_column_usage,https://www.postgresql.org/docs/15/infoschema-routine-column-usage.html,client-interfaces/the-information-schema/routine_column_usage.md,37.40. routine_column_usage,title/path
37. The Information Schema,37.41. routine_privileges,https://www.postgresql.org/docs/15/infoschema-routine-privileges.html,client-interfaces/the-information-schema/routine_privileges.md,37.41. routine_privileges,title/path
37. The Information Schema,37.45. routines,https://www.postgresql.org/docs/15/infoschema-routines.html,client-interfaces/the-information-schema/36.40.-routines.md,37.45. routines,title/path
37. The Information Schema,37.46. schemata,https://www.postgresql.org/docs/15/infoschema-schemata.html,client-interfaces/the-information-schema/schemata.md,37.46. schemata,title/path
37. The Information Schema,37.47. sequences,https://www.postgresql.org/docs/15/infoschema-sequences.html,client-interfaces/the-information-schema/36.42.-sequences.md,37.47. sequences,title/path
37. The Information Schema,37.48. sql_features,https://www.postgresql.org/docs/15/infoschema-sql-features.html,client-interfaces/the-information-schema/36.43.-sql_features.md,37.48. sql_features,title/path
37. The Information Schema,37.49. sql_implementation_info,https://www.postgresql.org/docs/15/infoschema-sql-implementation-info.html,client-interfaces/the-information-schema/36.44.-sql_implementation_info.md,37.49. sql_implementation_info,title/path
37. The Information Schema,37.50. sql_parts,https://www.postgresql.org/docs/15/infoschema-sql-parts.html,client-interfaces/the-information-schema/36.47.-sql_parts.md,37.50. sql_parts,title/path
37. The Information Schema,37.51. sql_sizing,https://www.postgresql.org/docs/15/infoschema-sql-sizing.html,client-interfaces/the-information-schema/36.48.-sql_sizing.md,37.51. sql_sizing,title/path
37. The Information Schema,37.52. table_constraints,https://www.postgresql.org/docs/15/infoschema-table-constraints.html,client-interfaces/the-information-schema/table_constraints.md,36.51. table_constraints,title/path
37. The Information Schema,37.53. table_privileges,https://www.postgresql.org/docs/15/infoschema-table-privileges.html,client-interfaces/the-information-schema/36.51.-table_privileges.md,36.49. table_privileges,title/path
37. The Information Schema,37.54. tables,https://www.postgresql.org/docs/15/infoschema-tables.html,client-interfaces/the-information-schema/36.52.-tables.md,37.52. tables,title/path
37. The Information Schema,37.55. transforms,https://www.postgresql.org/docs/15/infoschema-transforms.html,client-interfaces/the-information-schema/36.53.-transforms.md,37.53. transforms,title/path
37. The Information Schema,37.56. triggered_update_columns,https://www.postgresql.org/docs/15/infoschema-triggered-update-columns.html,client-interfaces/the-information-schema/36.54.-triggered_update_columns.md,37.54. triggered_update_columns,title/path
37. The Information Schema,37.57. triggers,https://www.postgresql.org/docs/15/infoschema-triggers.html,client-interfaces/the-information-schema/36.55.-triggers.md,37.55. triggers,title/path
37. The Information Schema,37.58. udt_privileges,https://www.postgresql.org/docs/15/infoschema-udt-privileges.html,client-interfaces/the-information-schema/36.56.-udt_privileges.md,37.56. udt_privileges,title/path
37. The Information Schema,37.59. usage_privileges,https://www.postgresql.org/docs/15/infoschema-usage-privileges.html,client-interfaces/the-information-schema/36.57.-usage_privileges.md,37.57. usage_privileges,title/path
37. The Information Schema,37.60. user_defined_types,https://www.postgresql.org/docs/15/infoschema-user-defined-types.html,client-interfaces/the-information-schema/36.58.-user_defined_types.md,37.58. user_defined_types,title/path
37. The Information Schema,37.61. user_mapping_options,https://www.postgresql.org/docs/15/infoschema-user-mapping-options.html,client-interfaces/the-information-schema/36.59.-user_mapping_options.md,37.59. user_mapping_options,title/path
37. The Information Schema,37.62. user_mappings,https://www.postgresql.org/docs/15/infoschema-user-mappings.html,client-interfaces/the-information-schema/36.60.-user_mappings.md,37.60. user_mappings,title/path
37. The Information Schema,37.63. view_column_usage,https://www.postgresql.org/docs/15/infoschema-view-column-usage.html,client-interfaces/the-information-schema/view_column_usage.md,37.63. view_column_usage,title/path
37. The Information Schema,37.64. view_routine_usage,https://www.postgresql.org/docs/15/infoschema-view-routine-usage.html,client-interfaces/the-information-schema/view_routine_usage.md,37.64. view_routine_usage,title/path
37. The Information Schema,37.65. view_table_usage,https://www.postgresql.org/docs/15/infoschema-view-table-usage.html,client-interfaces/the-information-schema/view_table_usage.md,37.65. view_table_usage,title/path
37. The Information Schema,37.66. views,https://www.postgresql.org/docs/15/infoschema-views.html,client-interfaces/the-information-schema/views.md,37.66. views,title/path
37. The Information Schema,37.42. routine_routine_usage,https://www.postgresql.org/docs/15/infoschema-routine-routine-usage.html,,,unmapped-review
37. The Information Schema,37.43. routine_sequence_usage,https://www.postgresql.org/docs/15/infoschema-routine-sequence-usage.html,,,unmapped-review
37. The Information Schema,37.44. routine_table_usage,https://www.postgresql.org/docs/15/infoschema-routine-table-usage.html,,,unmapped-review
38. SQL 延伸功能,38.1. How Extensibility Works,https://www.postgresql.org/docs/15/extend-how.html,server-programming/extending-sql/37.1.-how-extensibility-works.md,38.1. How Extensibility Works,title/path
38. SQL 延伸功能,38.2. The PostgreSQL Type System,https://www.postgresql.org/docs/15/extend-type-system.html,server-programming/extending-sql/37.2.-the-postgresql-type-system.md,38.2. The PostgreSQL Type System,title/path
38. SQL 延伸功能,38.3. User-Defined Functions,https://www.postgresql.org/docs/15/xfunc.html,server-programming/extending-sql/user-defined-functions.md,38.3. 使用者自訂函數,title/path
38. SQL 延伸功能,38.4. User-Defined Procedures,https://www.postgresql.org/docs/15/xproc.html,server-programming/extending-sql/user-defined-procedures.md,38.4. User-defined Procedures,title/path
38. SQL 延伸功能,38.5. Query Language (SQL) Functions,https://www.postgresql.org/docs/15/xfunc-sql.html,server-programming/extending-sql/query-language-sql-functions.md,38.5. Query Language (SQL) Functions,title/path
38. SQL 延伸功能,38.6. Function Overloading,https://www.postgresql.org/docs/15/xfunc-overload.html,server-programming/extending-sql/function-overloading.md,38.6. Function Overloading,title/path
38. SQL 延伸功能,38.7. Function Volatility Categories,https://www.postgresql.org/docs/15/xfunc-volatility.html,server-programming/extending-sql/function-volatility-categories.md,38.7. 函數易變性類別,title/path
38. SQL 延伸功能,38.8. Procedural Language Functions,https://www.postgresql.org/docs/15/xfunc-pl.html,server-programming/extending-sql/procedural-language-functions.md,38.8. Procedural Language Functions,title/path
38. SQL 延伸功能,38.9. Internal Functions,https://www.postgresql.org/docs/15/xfunc-internal.html,server-programming/extending-sql/internal-functions.md,38.9. Internal Functions,title/path
38. SQL 延伸功能,38.10. C-Language Functions,https://www.postgresql.org/docs/15/xfunc-c.html,server-programming/extending-sql/c-language-functions.md,38.10. C-Language Functions,title/path
38. SQL 延伸功能,38.11. Function Optimization Information,https://www.postgresql.org/docs/15/xfunc-optimization.html,server-programming/extending-sql/function-optimization-information.md,38.11. Function Optimization Information,title/path
38. SQL 延伸功能,38.12. User-Defined Aggregates,https://www.postgresql.org/docs/15/xaggr.html,server-programming/extending-sql/user-defined-aggregates.md,38.12. User-defined Aggregates,title/path
38. SQL 延伸功能,38.13. User-Defined Types,https://www.postgresql.org/docs/15/xtypes.html,server-programming/extending-sql/user-defined-types.md,38.13. User-defined Types,title/path
38. SQL 延伸功能,38.14. User-Defined Operators,https://www.postgresql.org/docs/15/xoper.html,server-programming/extending-sql/user-defined-operators.md,38.14. User-defined Operators,title/path
38. SQL 延伸功能,38.15. Operator Optimization Information,https://www.postgresql.org/docs/15/xoper-optimization.html,server-programming/extending-sql/operator-optimization-information.md,38.15. Operator Optimization Information,title/path
38. SQL 延伸功能,38.16. Interfacing Extensions to Indexes,https://www.postgresql.org/docs/15/xindex.html,server-programming/extending-sql/interfacing-extensions-to-indexes.md,38.16. Interfacing Extensions To Indexes,title/path
38. SQL 延伸功能,38.17. Packaging Related Objects into an Extension,https://www.postgresql.org/docs/15/extend-extensions.html,server-programming/extending-sql/packaging-related-objects-into-an-extension.md,38.17. 封裝相關物件到延伸功能中,title/path
38. SQL 延伸功能,38.18. Extension Building Infrastructure,https://www.postgresql.org/docs/15/extend-pgxs.html,server-programming/extending-sql/extension-building-infrastructure.md,38.18. Extension Building Infrastructure,title/path
39. Triggers,39.1. Overview of Trigger Behavior,https://www.postgresql.org/docs/15/trigger-definition.html,server-programming/triggers/overview-of-trigger-behavior.md,39.1. Overview of Trigger Behavior,title/path
39. Triggers,39.2. Visibility of Data Changes,https://www.postgresql.org/docs/15/trigger-datachanges.html,server-programming/triggers/visibility-of-data-changes.md,39.2. Visibility of Data Changes,title/path
39. Triggers,39.3. Writing Trigger Functions in C,https://www.postgresql.org/docs/15/trigger-interface.html,server-programming/triggers/writing-trigger-functions-in-c.md,39.3. Writing Trigger Functions in C,title/path
39. Triggers,39.4. A Complete Trigger Example,https://www.postgresql.org/docs/15/trigger-example.html,server-programming/triggers/a-complete-trigger-example.md,39.4. A Complete Trigger Example,title/path
40. Event Triggers (事件觸發),40.1. Overview of Event Trigger Behavior,https://www.postgresql.org/docs/15/event-trigger-definition.html,server-programming/event-triggers/overview-of-event-trigger-behavior.md,40.1. Overview of Event Trigger Behavior,title/path
40. Event Triggers (事件觸發),40.2. Event Trigger Firing Matrix,https://www.postgresql.org/docs/15/event-trigger-matrix.html,server-programming/event-triggers/event-trigger-firing-matrix.md,40.2. Event Trigger Firing Matrix,title/path
40. Event Triggers (事件觸發),40.3. Writing Event Trigger Functions in C,https://www.postgresql.org/docs/15/event-trigger-interface.html,server-programming/event-triggers/writing-event-trigger-functions-in-c.md,40.3. Writing Event Trigger Functions in C,title/path
40. Event Triggers (事件觸發),40.4. A Complete Event Trigger Example,https://www.postgresql.org/docs/15/event-trigger-example.html,server-programming/event-triggers/a-complete-event-trigger-example.md,40.4. A Complete Event Trigger Example,title/path
40. Event Triggers (事件觸發),40.5. A Table Rewrite Event Trigger Example,https://www.postgresql.org/docs/15/event-trigger-table-rewrite-example.html,,,unmapped-review
41. 規則系統,41.1. The Query Tree,https://www.postgresql.org/docs/15/querytree.html,server-programming/the-rule-system/the-query-tree.md,41.1. The Query Tree,title/path
41. 規則系統,41.2. Views and the Rule System,https://www.postgresql.org/docs/15/rules-views.html,server-programming/the-rule-system/views-and-the-rule-system.md,41.2. Views and the Rule System,title/path
41. 規則系統,41.3. Materialized Views,https://www.postgresql.org/docs/15/rules-materializedviews.html,server-programming/the-rule-system/materialized-views.md,41.3. Materialized Views,title/path
41. 規則系統,"41.4. Rules on INSERT, UPDATE, and DELETE",https://www.postgresql.org/docs/15/rules-update.html,server-programming/the-rule-system/rules-on-insert-update-and-delete.md,"41.4. Rules on INSERT, UPDATE, and DELETE",title/path
41. 規則系統,41.5. Rules and Privileges,https://www.postgresql.org/docs/15/rules-privileges.html,server-programming/the-rule-system/rules-and-privileges.md,41.5. 規則及權限,title/path
41. 規則系統,41.6. Rules and Command Status,https://www.postgresql.org/docs/15/rules-status.html,server-programming/the-rule-system/rules-and-command-status.md,41.6. Rules and Command Status,title/path
41. 規則系統,41.7. Rules Versus Triggers,https://www.postgresql.org/docs/15/rules-triggers.html,server-programming/the-rule-system/rules-versus-triggers.md,41.7. Rules Versus Triggers,title/path
42. Procedural Languages（程序語言）,42.1. Installing Procedural Languages,https://www.postgresql.org/docs/15/xplang-install.html,server-programming/procedural-languages/installing-procedural-languages.md,42.1. Installing Procedural Languages,title/path
43. PL/pgSQL - SQL Procedural Language,43.1. Overview,https://www.postgresql.org/docs/15/plpgsql-overview.html,server-programming/pl-pgsql-sql-procedural-language/overview.md,43.1. Overview,title/path
43. PL/pgSQL - SQL Procedural Language,43.2. Structure of PL/pgSQL,https://www.postgresql.org/docs/15/plpgsql-structure.html,server-programming/pl-pgsql-sql-procedural-language/structure-of-pl-pgsql.md,43.2. Structure of PL/pgSQL,title/path
43. PL/pgSQL - SQL Procedural Language,43.3. Declarations,https://www.postgresql.org/docs/15/plpgsql-declarations.html,server-programming/pl-pgsql-sql-procedural-language/declarations.md,43.3. Declarations,title/path
43. PL/pgSQL - SQL Procedural Language,43.4. Expressions,https://www.postgresql.org/docs/15/plpgsql-expressions.html,server-programming/pl-pgsql-sql-procedural-language/expressions.md,43.4. Expressions,title/path
43. PL/pgSQL - SQL Procedural Language,43.5. Basic Statements,https://www.postgresql.org/docs/15/plpgsql-statements.html,server-programming/pl-pgsql-sql-procedural-language/basic-statements.md,43.5. 基本語法,title/path
43. PL/pgSQL - SQL Procedural Language,43.6. Control Structures,https://www.postgresql.org/docs/15/plpgsql-control-structures.html,server-programming/pl-pgsql-sql-procedural-language/control-structures.md,43.6. Control Structures,title/path
43. PL/pgSQL - SQL Procedural Language,43.7. Cursors,https://www.postgresql.org/docs/15/plpgsql-cursors.html,server-programming/pl-pgsql-sql-procedural-language/43.7.-cursors.md,43.7. Cursors,title/path
43. PL/pgSQL - SQL Procedural Language,43.8. Transaction Management,https://www.postgresql.org/docs/15/plpgsql-transactions.html,server-programming/pl-pgsql-sql-procedural-language/43.8.-transaction-management.md,43.8. Transaction Management,title/path
43. PL/pgSQL - SQL Procedural Language,43.9. Errors and Messages,https://www.postgresql.org/docs/15/plpgsql-errors-and-messages.html,server-programming/pl-pgsql-sql-procedural-language/43.9.-errors-and-messages.md,43.9. Errors and Messages,title/path
43. PL/pgSQL - SQL Procedural Language,43.10. Trigger Functions,https://www.postgresql.org/docs/15/plpgsql-trigger.html,server-programming/pl-pgsql-sql-procedural-language/43.10.-trigger-functions.md,43.10. Trigger Functions,title/path
43. PL/pgSQL - SQL Procedural Language,43.11. PL/pgSQL under the Hood,https://www.postgresql.org/docs/15/plpgsql-implementation.html,server-programming/pl-pgsql-sql-procedural-language/43.11.-pl-pgsql-under-the-hood.md,43.11. PL/pgSQL under the Hood,title/path
43. PL/pgSQL - SQL Procedural Language,43.12. Tips for Developing in PL/pgSQL,https://www.postgresql.org/docs/15/plpgsql-development-tips.html,server-programming/pl-pgsql-sql-procedural-language/43.12.-tips-for-developing-in-pl-pgsql.md,43.12. Tips for Developing in PL/pgSQL,title/path
43. PL/pgSQL - SQL Procedural Language,43.13. Porting from Oracle PL/SQL,https://www.postgresql.org/docs/15/plpgsql-porting.html,server-programming/pl-pgsql-sql-procedural-language/43.13.-porting-from-oracle-pl-sql.md,43.13. Porting from Oracle PL/SQL,title/path
44. PL/Tcl - Tcl Procedural Language,44.1. Overview,https://www.postgresql.org/docs/15/pltcl-overview.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.2. PL/Tcl Functions and Arguments,https://www.postgresql.org/docs/15/pltcl-functions.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.3. Data Values in PL/Tcl,https://www.postgresql.org/docs/15/pltcl-data.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.4. Global Data in PL/Tcl,https://www.postgresql.org/docs/15/pltcl-global.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.5. Database Access from PL/Tcl,https://www.postgresql.org/docs/15/pltcl-dbaccess.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.6. Trigger Functions in PL/Tcl,https://www.postgresql.org/docs/15/pltcl-trigger.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.7. Event Trigger Functions in PL/Tcl,https://www.postgresql.org/docs/15/pltcl-event-trigger.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.8. Error Handling in PL/Tcl,https://www.postgresql.org/docs/15/pltcl-error-handling.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.9. Explicit Subtransactions in PL/Tcl,https://www.postgresql.org/docs/15/pltcl-subtransactions.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.10. Transaction Management,https://www.postgresql.org/docs/15/pltcl-transactions.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.11. PL/Tcl Configuration,https://www.postgresql.org/docs/15/pltcl-config.html,,,unmapped-review
44. PL/Tcl - Tcl Procedural Language,44.12. Tcl Procedure Names,https://www.postgresql.org/docs/15/pltcl-procnames.html,,,unmapped-review
45. PL/Perl — Perl Procedural Language,45.1. PL/Perl Functions and Arguments,https://www.postgresql.org/docs/15/plperl-funcs.html,,,unmapped-review
45. PL/Perl — Perl Procedural Language,45.2. Data Values in PL/Perl,https://www.postgresql.org/docs/15/plperl-data.html,,,unmapped-review
45. PL/Perl — Perl Procedural Language,45.3. Built-in Functions,https://www.postgresql.org/docs/15/plperl-builtins.html,,,unmapped-review
45. PL/Perl — Perl Procedural Language,45.4. Global Values in PL/Perl,https://www.postgresql.org/docs/15/plperl-global.html,,,unmapped-review
45. PL/Perl — Perl Procedural Language,45.5. Trusted and Untrusted PL/Perl,https://www.postgresql.org/docs/15/plperl-trusted.html,,,unmapped-review
45. PL/Perl — Perl Procedural Language,45.6. PL/Perl Triggers,https://www.postgresql.org/docs/15/plperl-triggers.html,,,unmapped-review
45. PL/Perl — Perl Procedural Language,45.7. PL/Perl Event Triggers,https://www.postgresql.org/docs/15/plperl-event-triggers.html,,,unmapped-review
45. PL/Perl — Perl Procedural Language,45.8. PL/Perl Under the Hood,https://www.postgresql.org/docs/15/plperl-under-the-hood.html,,,unmapped-review
46. PL/Python - Python Procedural Language,46.1. PL/Python Functions,https://www.postgresql.org/docs/15/plpython-funcs.html,server-programming/pl-python-python-procedural-language-1/pl-python-functions.md,46.1. PL/Python Functions,title/path
46. PL/Python - Python Procedural Language,46.2. Data Values,https://www.postgresql.org/docs/15/plpython-data.html,server-programming/pl-python-python-procedural-language-1/data-values.md,46.2. Data Values,title/path
46. PL/Python - Python Procedural Language,46.3. Sharing Data,https://www.postgresql.org/docs/15/plpython-sharing.html,server-programming/pl-python-python-procedural-language-1/sharing-data.md,46.3. Sharing Data,title/path
46. PL/Python - Python Procedural Language,46.4. Anonymous Code Blocks,https://www.postgresql.org/docs/15/plpython-do.html,server-programming/pl-python-python-procedural-language-1/anonymous-code-blocks.md,46.4. Anonymous Code Blocks,title/path
46. PL/Python - Python Procedural Language,46.5. Trigger Functions,https://www.postgresql.org/docs/15/plpython-trigger.html,server-programming/pl-python-python-procedural-language-1/trigger-functions.md,46.5. Trigger Functions,title/path
46. PL/Python - Python Procedural Language,46.6. Database Access,https://www.postgresql.org/docs/15/plpython-database.html,server-programming/pl-python-python-procedural-language-1/database-access.md,46.6. Database Access,title/path
46. PL/Python - Python Procedural Language,46.7. Explicit Subtransactions,https://www.postgresql.org/docs/15/plpython-subtransaction.html,server-programming/pl-python-python-procedural-language-1/explicit-subtransactions.md,46.7. Explicit Subtransactions,title/path
46. PL/Python - Python Procedural Language,46.8. Transaction Management,https://www.postgresql.org/docs/15/plpython-transactions.html,server-programming/pl-python-python-procedural-language-1/transaction-management.md,46.8. Transaction Management,title/path
46. PL/Python - Python Procedural Language,46.9. Utility Functions,https://www.postgresql.org/docs/15/plpython-util.html,server-programming/pl-python-python-procedural-language-1/utility-functions.md,46.9. Utility Functions,title/path
46. PL/Python - Python Procedural Language,46.10. Python 2 vs. Python 3,https://www.postgresql.org/docs/15/plpython-python23.html,server-programming/pl-python-python-procedural-language-1/python-2-vs.-python-3.md,46.10. Python 2 vs. Python 3,title/path
46. PL/Python - Python Procedural Language,46.11. Environment Variables,https://www.postgresql.org/docs/15/plpython-envar.html,server-programming/pl-python-python-procedural-language-1/environment-variables.md,46.11. Environment Variables,title/path
47. Server Programming Interface,47.1. Interface Functions,https://www.postgresql.org/docs/15/spi-interface.html,,,unmapped-review
47. Server Programming Interface,47.2. Interface Support Functions,https://www.postgresql.org/docs/15/spi-interface-support.html,,,unmapped-review
47. Server Programming Interface,47.3. Memory Management,https://www.postgresql.org/docs/15/spi-memory.html,,,unmapped-review
47. Server Programming Interface,47.4. Transaction Management,https://www.postgresql.org/docs/15/spi-transaction.html,,,unmapped-review
47. Server Programming Interface,47.5. Visibility of Data Changes,https://www.postgresql.org/docs/15/spi-visibility.html,,,unmapped-review
47. Server Programming Interface,47.6. Examples,https://www.postgresql.org/docs/15/spi-examples.html,,,unmapped-review
49. Logical Decoding,49.1. Logical Decoding Examples,https://www.postgresql.org/docs/15/logicaldecoding-example.html,server-programming/logical-decoding/logical-decoding-examples.md,48.1. Logical Decoding Examples,title/path
49. Logical Decoding,49.2. Logical Decoding Concepts,https://www.postgresql.org/docs/15/logicaldecoding-explanation.html,server-programming/logical-decoding/logical-decoding-concepts.md,48.2. Logical Decoding Concepts,title/path
49. Logical Decoding,49.3. Streaming Replication Protocol Interface,https://www.postgresql.org/docs/15/logicaldecoding-walsender.html,server-programming/logical-decoding/streaming-replication-protocol-interface.md,48.3. Streaming Replication Protocol Interface,title/path
49. Logical Decoding,49.4. Logical Decoding SQL Interface,https://www.postgresql.org/docs/15/logicaldecoding-sql.html,server-programming/logical-decoding/logical-decoding-sql-interface.md,48.4. Logical Decoding SQL Interface,title/path
49. Logical Decoding,49.5. System Catalogs Related to Logical Decoding,https://www.postgresql.org/docs/15/logicaldecoding-catalogs.html,server-programming/logical-decoding/system-catalogs-related-to-logical-decoding.md,48.5. System Catalogs Related to Logical Decoding,title/path
49. Logical Decoding,49.6. Logical Decoding Output Plugins,https://www.postgresql.org/docs/15/logicaldecoding-output-plugin.html,server-programming/logical-decoding/logical-decoding-output-plugins.md,48.6. Logical Decoding Output Plugins,title/path
49. Logical Decoding,49.7. Logical Decoding Output Writers,https://www.postgresql.org/docs/15/logicaldecoding-writer.html,server-programming/logical-decoding/logical-decoding-output-writers.md,48.7. Logical Decoding Output Writers,title/path
49. Logical Decoding,49.8. Synchronous Replication Support for Logical Decoding,https://www.postgresql.org/docs/15/logicaldecoding-synchronous.html,server-programming/logical-decoding/synchronous-replication-support-for-logical-decoding.md,48.8. Synchronous Replication Support for Logical Decoding,title/path
49. Logical Decoding,49.9. Streaming of Large Transactions for Logical Decoding,https://www.postgresql.org/docs/15/logicaldecoding-streaming.html,,,unmapped-review
49. Logical Decoding,49.10. Two-phase Commit Support for Logical Decoding,https://www.postgresql.org/docs/15/logicaldecoding-two-phase-commits.html,,,unmapped-review
